game_date,pitcher_name,pitcher_home_away,batter,batter_stance,opponent,pitch_name,release_spin_rate,spin_axis,effective_speed,pitch_result,exit_velocity,game_type,season_type,at_bat_outcome,at_bat_number,strikes
9/17/2022,"Musgrove, Joe",away,"McCarthy, Jake",L,ARI,Cutter,2611,206,90.6,strike,98.4,Regular Season,Regular Season,,30,1
9/17/2022,"Musgrove, Joe",away,"McCarthy, Jake",L,ARI,Curveball,2707,46,79.3,strike,,Regular Season,Regular Season,,30,0
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Cutter,2503,201,90.6,in play,91.6,Regular Season,Regular Season,field_out,24,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Curveball,2764,46,81.3,strike,79.5,Regular Season,Regular Season,,24,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Cutter,2650,195,90.6,strike,,Regular Season,Regular Season,,24,1
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Slider,2738,58,81.4,ball,,Regular Season,Regular Season,,24,1
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Cutter,2590,205,90.2,strike,,Regular Season,Regular Season,,24,0
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,4-Seam Fastball,2543,220,93.7,strike,,Regular Season,Regular Season,strikeout,23,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Curveball,2622,46,81.0,strike,65.4,Regular Season,Regular Season,,23,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Changeup,2006,232,87.3,ball,,Regular Season,Regular Season,,23,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Changeup,2044,232,86.4,ball,,Regular Season,Regular Season,,23,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Cutter,2597,184,90.0,strike,98.5,Regular Season,Regular Season,,23,1
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Cutter,2510,195,90.0,ball,,Regular Season,Regular Season,,23,1
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Slider,2704,45,80.5,strike,,Regular Season,Regular Season,,23,0
9/17/2022,"Musgrove, Joe",away,"Perdomo, Geraldo",L,ARI,Cutter,2508,193,89.6,in play,82.5,Regular Season,Regular Season,field_out,22,0
9/17/2022,"Musgrove, Joe",away,"Thomas, Alek",L,ARI,4-Seam Fastball,2591,213,92.6,in play,97.5,Regular Season,Regular Season,field_out,18,2
9/17/2022,"Musgrove, Joe",away,"Thomas, Alek",L,ARI,Changeup,1709,225,87.3,strike,,Regular Season,Regular Season,,18,1
9/17/2022,"Musgrove, Joe",away,"Thomas, Alek",L,ARI,Cutter,2537,185,90.6,strike,77.3,Regular Season,Regular Season,,18,0
9/17/2022,"Musgrove, Joe",away,"Thomas, Alek",L,ARI,Cutter,2559,196,89.6,ball,,Regular Season,Regular Season,,18,0
9/17/2022,"Musgrove, Joe",away,"Alcantara, Sergio",L,ARI,Changeup,1996,225,85.8,strike,,Regular Season,Regular Season,strikeout,17,2
9/17/2022,"Musgrove, Joe",away,"Alcantara, Sergio",L,ARI,4-Seam Fastball,2603,208,93.2,ball,,Regular Season,Regular Season,,17,2
9/17/2022,"Musgrove, Joe",away,"Alcantara, Sergio",L,ARI,Slider,2741,64,81.2,strike,70.1,Regular Season,Regular Season,,17,1
9/17/2022,"Musgrove, Joe",away,"Alcantara, Sergio",L,ARI,Cutter,2574,208,88.5,strike,,Regular Season,Regular Season,,17,0
9/17/2022,"Musgrove, Joe",away,"Kelly, Carson",R,ARI,Slider,2666,51,81.5,strike,,Regular Season,Regular Season,strikeout,16,2
9/17/2022,"Musgrove, Joe",away,"Kelly, Carson",R,ARI,Slider,2670,60,81.9,strike,,Regular Season,Regular Season,,16,1
9/17/2022,"Musgrove, Joe",away,"Kelly, Carson",R,ARI,Cutter,2668,200,89.5,ball,,Regular Season,Regular Season,,16,1
9/17/2022,"Musgrove, Joe",away,"Kelly, Carson",R,ARI,Sinker,2208,211,91.8,ball,,Regular Season,Regular Season,,16,1
9/17/2022,"Musgrove, Joe",away,"Kelly, Carson",R,ARI,Sinker,2297,212,91.6,strike,,Regular Season,Regular Season,,16,0
9/17/2022,"Musgrove, Joe",away,"Carroll, Corbin",L,ARI,Changeup,1804,225,86.4,in play,80.2,Regular Season,Regular Season,single,15,2
9/17/2022,"Musgrove, Joe",away,"Carroll, Corbin",L,ARI,Slider,2771,47,81.9,ball,,Regular Season,Regular Season,,15,2
9/17/2022,"Musgrove, Joe",away,"Carroll, Corbin",L,ARI,Cutter,2563,202,90.7,strike,,Regular Season,Regular Season,,15,1
9/17/2022,"Musgrove, Joe",away,"Carroll, Corbin",L,ARI,Cutter,2519,192,88.8,strike,,Regular Season,Regular Season,,15,0
9/17/2022,"Musgrove, Joe",away,"Walker, Christian",R,ARI,Slider,2766,48,81.5,in play,78.3,Regular Season,Regular Season,field_out,10,1
9/17/2022,"Musgrove, Joe",away,"Walker, Christian",R,ARI,Cutter,2661,180,90.2,strike,,Regular Season,Regular Season,,10,0
9/17/2022,"Musgrove, Joe",away,"McCarthy, Jake",L,ARI,Cutter,2602,209,90.1,in play,90.8,Regular Season,Regular Season,double,9,0
9/17/2022,"Musgrove, Joe",away,"McCarthy, Jake",L,ARI,Cutter,2510,189,89.4,ball,,Regular Season,Regular Season,,9,0
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Slider,2797,49,81.5,strike,,Regular Season,Regular Season,strikeout,8,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Curveball,2606,37,80.8,strike,64.4,Regular Season,Regular Season,,8,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Cutter,2526,200,89.3,strike,69.6,Regular Season,Regular Season,,8,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,4-Seam Fastball,2560,211,93.8,ball,,Regular Season,Regular Season,,8,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Curveball,2755,38,80.8,ball,,Regular Season,Regular Season,,8,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,4-Seam Fastball,2558,213,92.3,ball,,Regular Season,Regular Season,,8,2
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,Changeup,1903,224,85.5,strike,,Regular Season,Regular Season,,8,1
9/17/2022,"Musgrove, Joe",away,"Varsho, Daulton",L,ARI,4-Seam Fastball,2566,211,93.7,strike,,Regular Season,Regular Season,,8,0
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Cutter,2657,194,90.6,in play,83.8,Regular Season,Regular Season,field_out,7,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Slider,2876,51,82.4,ball,,Regular Season,Regular Season,,7,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Slider,2698,52,81.7,ball,,Regular Season,Regular Season,,7,2
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Cutter,2498,199,89.4,strike,,Regular Season,Regular Season,,7,1
9/17/2022,"Musgrove, Joe",away,"Rojas, Josh",L,ARI,Cutter,2497,219,90.3,strike,,Regular Season,Regular Season,,7,0
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2878,39,80.7,in play,91.1,Regular Season,Regular Season,single,44,2
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Slider,2785,59,80.9,strike,75.4,Regular Season,Regular Season,,44,1
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Cutter,2613,197,90.9,ball,,Regular Season,Regular Season,,44,1
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Cutter,2654,177,91.4,strike,,Regular Season,Regular Season,,44,0
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2552,203,93.2,ball,,Regular Season,Regular Season,hit_by_pitch,43,1
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2573,189,92.3,strike,85.6,Regular Season,Regular Season,,43,0
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2780,61,81.4,in play,102.1,Regular Season,Regular Season,field_out,41,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Curveball,2862,41,81.1,ball,,Regular Season,Regular Season,,41,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2879,53,81.3,ball,,Regular Season,Regular Season,,41,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Sinker,2455,192,91.9,strike,56.5,Regular Season,Regular Season,,41,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2843,51,80.9,ball,,Regular Season,Regular Season,,41,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2853,52,80.8,strike,,Regular Season,Regular Season,,41,1
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Sinker,2199,192,91.2,strike,70.9,Regular Season,Regular Season,,41,0
9/11/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,4-Seam Fastball,2546,208,91.5,in play,99.7,Regular Season,Regular Season,double,40,0
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Cutter,2538,208,92.7,strike,,Regular Season,Regular Season,strikeout,34,2
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Cutter,2572,197,92.0,strike,,Regular Season,Regular Season,,34,1
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Curveball,2692,44,81.0,ball,,Regular Season,Regular Season,,34,1
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Curveball,2740,45,79.0,strike,,Regular Season,Regular Season,,34,0
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Slider,2620,57,81.2,ball,,Regular Season,Regular Season,,34,0
9/11/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Slider,2769,62,80.8,in play,104.6,Regular Season,Regular Season,home_run,33,0
9/11/2022,"Musgrove, Joe",home,"Gallo, Joey",L,LAD,Cutter,2394,200,92.6,in play,100.0,Regular Season,Regular Season,field_out,32,0
9/11/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Cutter,2587,160,89.5,in play,105.3,Regular Season,Regular Season,home_run,31,0
9/11/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Curveball,2770,43,80.8,ball,,Regular Season,Regular Season,,31,0
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Slider,2745,59,81.6,strike,,Regular Season,Regular Season,strikeout,30,2
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Cutter,2562,197,93.3,strike,79.9,Regular Season,Regular Season,,30,2
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2694,42,80.9,ball,,Regular Season,Regular Season,,30,2
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2699,42,80.3,strike,,Regular Season,Regular Season,,30,1
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Cutter,2540,184,89.7,strike,74.7,Regular Season,Regular Season,,30,0
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2620,206,92.7,in play,75.5,Regular Season,Regular Season,grounded_into_double_play,26,2
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Slider,2650,61,80.6,strike,,Regular Season,Regular Season,,26,1
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Curveball,2573,47,79.4,ball,,Regular Season,Regular Season,,26,1
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2569,150,89.0,strike,78.8,Regular Season,Regular Season,,26,0
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Changeup,1965,226,87.0,in play,81.9,Regular Season,Regular Season,single,25,2
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Changeup,1973,222,88.3,strike,70.3,Regular Season,Regular Season,,25,1
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2582,208,93.2,strike,,Regular Season,Regular Season,,25,0
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Curveball,2749,41,79.0,strike,,Regular Season,Regular Season,strikeout,24,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,4-Seam Fastball,2539,209,92.4,strike,,Regular Season,Regular Season,,24,1
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2726,55,81.8,ball,,Regular Season,Regular Season,,24,1
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2777,70,80.7,strike,,Regular Season,Regular Season,,24,0
9/11/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Sinker,2354,201,92.9,in play,95.7,Regular Season,Regular Season,field_out,18,0
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Changeup,1904,225,87.4,strike,,Regular Season,Regular Season,strikeout,17,2
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,4-Seam Fastball,2625,203,93.1,ball,,Regular Season,Regular Season,,17,2
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Slider,2847,59,81.7,ball,,Regular Season,Regular Season,,17,2
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,4-Seam Fastball,2603,200,91.4,strike,,Regular Season,Regular Season,,17,1
9/11/2022,"Musgrove, Joe",home,"Bellinger, Cody",L,LAD,Slider,2741,65,80.1,strike,,Regular Season,Regular Season,,17,0
9/11/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2592,189,92.3,in play,91.5,Regular Season,Regular Season,field_out,16,2
9/11/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Cutter,2606,177,89.3,strike,81.7,Regular Season,Regular Season,,16,1
9/11/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2564,224,91.9,strike,76.9,Regular Season,Regular Season,,16,0
9/11/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2603,207,90.9,ball,,Regular Season,Regular Season,,16,0
9/11/2022,"Musgrove, Joe",home,"Gallo, Joey",L,LAD,4-Seam Fastball,2669,213,92.6,in play,52.4,Regular Season,Regular Season,field_out,10,2
9/11/2022,"Musgrove, Joe",home,"Gallo, Joey",L,LAD,4-Seam Fastball,2708,202,93.1,strike,,Regular Season,Regular Season,,10,1
9/11/2022,"Musgrove, Joe",home,"Gallo, Joey",L,LAD,Cutter,2730,191,89.8,ball,,Regular Season,Regular Season,,10,1
9/11/2022,"Musgrove, Joe",home,"Gallo, Joey",L,LAD,4-Seam Fastball,2663,209,92.9,strike,,Regular Season,Regular Season,,10,0
9/11/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Cutter,2688,169,89.0,in play,87.7,Regular Season,Regular Season,field_out,9,1
9/11/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2613,214,92.1,strike,,Regular Season,Regular Season,,9,0
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2663,43,79.2,strike,,Regular Season,Regular Season,strikeout,8,2
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2576,216,93.0,strike,74.5,Regular Season,Regular Season,,8,1
9/11/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Slider,2541,59,80.3,strike,,Regular Season,Regular Season,,8,0
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2649,202,93.9,in play,78.8,Regular Season,Regular Season,field_out,4,2
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Slider,2675,50,79.9,strike,102.1,Regular Season,Regular Season,,4,2
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2643,201,91.2,strike,71.9,Regular Season,Regular Season,,4,1
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2505,211,92.6,ball,,Regular Season,Regular Season,,4,1
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2507,153,89.7,strike,77.7,Regular Season,Regular Season,,4,0
9/11/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Curveball,2721,45,79.4,ball,,Regular Season,Regular Season,,4,0
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Curveball,2725,41,80.3,in play,94.5,Regular Season,Regular Season,single,3,2
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Cutter,2622,186,90.3,ball,,Regular Season,Regular Season,,3,2
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Curveball,2778,39,81.2,strike,67.8,Regular Season,Regular Season,,3,2
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2655,210,93.8,strike,,Regular Season,Regular Season,,3,1
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2476,205,93.4,ball,,Regular Season,Regular Season,,3,1
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Changeup,1840,225,88.5,ball,,Regular Season,Regular Season,,3,1
9/11/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Slider,2649,63,80.6,strike,,Regular Season,Regular Season,,3,0
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2723,62,82.2,in play,74.7,Regular Season,Regular Season,field_out,2,2
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Sinker,2285,198,93.3,strike,,Regular Season,Regular Season,,2,1
9/11/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Cutter,2408,206,91.1,strike,,Regular Season,Regular Season,,2,0
9/11/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Slider,2663,55,81.8,in play,81.0,Regular Season,Regular Season,field_out,1,2
9/11/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Slider,2690,54,82.5,strike,,Regular Season,Regular Season,,1,1
9/11/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Curveball,2588,43,80.0,strike,,Regular Season,Regular Season,,1,0
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Cutter,2468,184,89.2,ball,,Regular Season,Regular Season,walk,36,1
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,4-Seam Fastball,2566,205,91.8,strike,,Regular Season,Regular Season,,36,0
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Cutter,2502,205,90.0,ball,,Regular Season,Regular Season,,36,0
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Cutter,2491,183,87.7,ball,,Regular Season,Regular Season,,36,0
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Slider,2511,54,79.6,ball,,Regular Season,Regular Season,,36,0
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Slider,2682,61,80.9,in play,97.0,Regular Season,Regular Season,single,35,1
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Cutter,2544,191,89.4,strike,92.1,Regular Season,Regular Season,,35,0
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,4-Seam Fastball,2565,208,92.7,ball,,Regular Season,Regular Season,,35,0
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,Sinker,2428,205,92.5,in play,107.5,Regular Season,Regular Season,home_run,34,1
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,Slider,2768,54,81.4,ball,,Regular Season,Regular Season,,34,1
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,Slider,2757,52,82.2,ball,,Regular Season,Regular Season,,34,1
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,Curveball,2667,49,78.7,strike,,Regular Season,Regular Season,,34,0
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,4-Seam Fastball,2476,209,92.8,strike,,Regular Season,Regular Season,strikeout,33,2
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,4-Seam Fastball,2499,219,93.2,strike,,Regular Season,Regular Season,,33,1
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,Cutter,2495,194,89.8,ball,,Regular Season,Regular Season,,33,1
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,4-Seam Fastball,2425,210,91.5,strike,,Regular Season,Regular Season,,33,0
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,Cutter,2540,188,89.6,ball,,Regular Season,Regular Season,,33,0
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,Cutter,2411,189,89.7,ball,,Regular Season,Regular Season,,33,0
9/6/2022,"Musgrove, Joe",home,"Varsho, Daulton",L,ARI,Curveball,2653,44,77.7,in play,102.6,Regular Season,Regular Season,home_run,32,0
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Cutter,2544,205,88.3,in play,95.7,Regular Season,Regular Season,field_out,28,0
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Cutter,2526,188,87.8,ball,,Regular Season,Regular Season,,28,0
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Curveball,2689,40,79.8,in play,98.3,Regular Season,Regular Season,double,27,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Cutter,2463,206,89.9,strike,70.7,Regular Season,Regular Season,,27,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Slider,2641,54,81.2,ball,,Regular Season,Regular Season,,27,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Slider,2485,58,79.6,ball,,Regular Season,Regular Season,,27,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Cutter,2485,207,89.1,strike,93.6,Regular Season,Regular Season,,27,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Slider,2740,54,81.2,strike,,Regular Season,Regular Season,,27,1
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Cutter,2483,196,88.6,ball,,Regular Season,Regular Season,,27,1
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Cutter,2550,190,90.2,strike,,Regular Season,Regular Season,,27,0
9/6/2022,"Musgrove, Joe",home,"Thomas, Alek",L,ARI,Cutter,2512,202,90.4,in play,71.8,Regular Season,Regular Season,field_out,26,0
9/6/2022,"Musgrove, Joe",home,"Kelly, Carson",R,ARI,Sinker,2384,209,91.7,in play,90.7,Regular Season,Regular Season,force_out,25,2
9/6/2022,"Musgrove, Joe",home,"Kelly, Carson",R,ARI,Cutter,2483,213,90.0,strike,,Regular Season,Regular Season,,25,1
9/6/2022,"Musgrove, Joe",home,"Kelly, Carson",R,ARI,Sinker,2344,211,90.0,ball,,Regular Season,Regular Season,,25,1
9/6/2022,"Musgrove, Joe",home,"Kelly, Carson",R,ARI,Sinker,2352,211,91.5,strike,,Regular Season,Regular Season,,25,0
9/6/2022,"Musgrove, Joe",home,"Kelly, Carson",R,ARI,Cutter,2557,191,88.4,ball,,Regular Season,Regular Season,,25,0
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Curveball,2649,47,80.1,in play,82.5,Regular Season,Regular Season,single,24,2
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Slider,2705,52,81.4,strike,,Regular Season,Regular Season,,24,2
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Cutter,2618,196,90.2,strike,73.7,Regular Season,Regular Season,,24,1
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Cutter,2579,196,89.1,ball,,Regular Season,Regular Season,,24,1
9/6/2022,"Musgrove, Joe",home,"Carroll, Corbin",L,ARI,Curveball,2683,45,78.5,strike,50.7,Regular Season,Regular Season,,24,0
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Curveball,2647,45,79.6,in play,67.3,Regular Season,Regular Season,field_out,20,2
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Cutter,2484,197,90.0,strike,88.5,Regular Season,Regular Season,,20,1
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Slider,2634,54,79.1,ball,,Regular Season,Regular Season,,20,1
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Cutter,2562,185,90.0,strike,71.6,Regular Season,Regular Season,,20,0
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Curveball,2616,49,79.1,ball,,Regular Season,Regular Season,,20,0
9/6/2022,"Musgrove, Joe",home,"McCarthy, Jake",L,ARI,Curveball,2556,48,78.7,ball,,Regular Season,Regular Season,,20,0
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,Cutter,2507,191,89.6,in play,91.9,Regular Season,Regular Season,field_out,19,0
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,Sinker,2305,204,89.9,ball,,Regular Season,Regular Season,,19,0
9/6/2022,"Musgrove, Joe",home,"Walker, Christian",R,ARI,4-Seam Fastball,2460,208,91.4,ball,,Regular Season,Regular Season,,19,0
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,4-Seam Fastball,2471,205,91.0,in play,40.8,Regular Season,Regular Season,field_out,18,1
9/6/2022,"Musgrove, Joe",home,"Marte, Ketel",L,ARI,Cutter,2376,192,88.4,strike,,Regular Season,Regular Season,,18,0
9/6/2022,"Musgrove, Joe",home,"Varsho, Daulton",L,ARI,Cutter,2580,188,88.5,in play,41.1,Regular Season,Regular Season,single,17,0
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,4-Seam Fastball,2565,212,93.4,strike,,Regular Season,Regular Season,strikeout,13,2
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Cutter,2544,206,91.0,strike,,Regular Season,Regular Season,,13,1
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Cutter,2624,205,91.6,ball,,Regular Season,Regular Season,,13,1
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Cutter,2592,209,90.7,ball,,Regular Season,Regular Season,,13,1
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Cutter,2631,189,91.1,ball,,Regular Season,Regular Season,,13,1
9/6/2022,"Musgrove, Joe",home,"Rojas, Josh",L,ARI,Curveball,2697,42,80.2,strike,,Regular Season,Regular Season,,13,0
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Cutter,2548,198,89.6,strike,,Regular Season,Regular Season,strikeout,12,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Curveball,2705,44,79.6,ball,,Regular Season,Regular Season,,12,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,4-Seam Fastball,2453,207,91.4,ball,,Regular Season,Regular Season,,12,2
9/6/2022,"Musgrove, Joe",home,"Alcantara, Sergio",L,ARI,Slider,2674,60,81.6,strike,71.9,Regular Season,Regular Season,,12,1
