game_date,pitcher_name,pitcher_home_away,batter,batter_stance,opponent,pitch_name,release_spin_rate,spin_axis,effective_speed,pitch_result,exit_velocity,game_type,season_type,at_bat_outcome,at_bat_number,strikes
10/21/2022,"Musgrove, Joe",away,"Bohm, Alec",R,PHI,Sinker,2692,190,92.3,in play,103.8,League Championship,Post Season,double,49,0
10/21/2022,"Musgrove, Joe",away,"Castellanos, Nick",R,PHI,Slider,3047,53,81.7,in play,91.7,League Championship,Post Season,double,48,2
10/21/2022,"Musgrove, Joe",away,"Castellanos, Nick",R,PHI,Slider,3100,42,82.9,strike,,League Championship,Post Season,,48,1
10/21/2022,"Musgrove, Joe",away,"Castellanos, Nick",R,PHI,Slider,3033,51,82.8,strike,,League Championship,Post Season,,48,0
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Changeup,2081,221,85.5,in play,62.3,League Championship,Post Season,field_out,47,2
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Curveball,2874,35,81.4,strike,82.7,League Championship,Post Season,,47,2
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,4-Seam Fastball,2703,216,93.3,strike,82.4,League Championship,Post Season,,47,2
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Changeup,1934,224,88.2,ball,,League Championship,Post Season,,47,2
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Curveball,2693,39,81.4,strike,,League Championship,Post Season,,47,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Changeup,1928,230,87.3,ball,,League Championship,Post Season,,47,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Slider,2822,51,81.1,strike,,League Championship,Post Season,,47,0
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Changeup,1904,228,87.6,ball,,League Championship,Post Season,,47,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Sinker,2472,202,93.0,in play,44.7,League Championship,Post Season,field_out,46,1
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Cutter,2675,186,89.6,strike,,League Championship,Post Season,,46,0
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2956,57,81.4,strike,,League Championship,Post Season,strikeout,41,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2829,37,81.1,strike,85.7,League Championship,Post Season,,41,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,4-Seam Fastball,2705,213,92.7,ball,,League Championship,Post Season,,41,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Cutter,2692,187,89.4,strike,83.8,League Championship,Post Season,,41,1
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Slider,3023,53,81.9,strike,,League Championship,Post Season,,41,0
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Curveball,2934,41,81.2,strike,,League Championship,Post Season,strikeout,40,2
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Cutter,2790,182,90.4,ball,,League Championship,Post Season,,40,2
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,4-Seam Fastball,2772,207,92.4,ball,,League Championship,Post Season,,40,2
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Changeup,2094,234,87.3,strike,,League Championship,Post Season,,40,1
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Slider,2885,58,81.4,strike,,League Championship,Post Season,,40,0
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,4-Seam Fastball,2762,208,91.5,strike,,League Championship,Post Season,strikeout,39,2
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,Changeup,2116,236,85.6,strike,32.7,League Championship,Post Season,,39,1
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,Cutter,2598,218,90.2,strike,95.1,League Championship,Post Season,,39,0
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,Cutter,2650,179,87.3,ball,,League Championship,Post Season,,39,0
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,Slider,2945,49,83.2,in play,76.1,League Championship,Post Season,single,33,2
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,4-Seam Fastball,2682,206,92.7,strike,79.8,League Championship,Post Season,,33,2
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,Curveball,2721,35,81.7,ball,,League Championship,Post Season,,33,2
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,4-Seam Fastball,2526,208,92.5,strike,80.5,League Championship,Post Season,,33,1
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,Curveball,2739,39,80.2,strike,,League Championship,Post Season,,33,0
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Changeup,1938,231,88.0,in play,101.0,League Championship,Post Season,double,32,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Curveball,2731,34,80.5,strike,66.1,League Championship,Post Season,,32,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,4-Seam Fastball,2651,210,92.2,strike,52.9,League Championship,Post Season,,32,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Changeup,2121,235,86.4,ball,,League Championship,Post Season,,32,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Cutter,2552,203,91.6,ball,,League Championship,Post Season,,32,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Changeup,2263,232,87.8,strike,62.8,League Championship,Post Season,,32,1
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Curveball,2781,43,79.6,strike,,League Championship,Post Season,,32,0
10/21/2022,"Musgrove, Joe",away,"Bohm, Alec",R,PHI,Slider,2917,55,81.2,in play,102.3,League Championship,Post Season,single,31,0
10/21/2022,"Musgrove, Joe",away,"Castellanos, Nick",R,PHI,Changeup,1961,228,87.7,in play,63.4,League Championship,Post Season,grounded_into_double_play,30,0
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Cutter,2670,188,89.6,in play,105.8,League Championship,Post Season,single,29,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Curveball,2817,42,79.8,ball,,League Championship,Post Season,,29,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Cutter,2627,201,91.8,ball,,League Championship,Post Season,,29,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Curveball,2798,38,79.2,strike,,League Championship,Post Season,,29,0
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Curveball,2704,46,78.8,ball,,League Championship,Post Season,,29,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Sinker,2610,203,92.1,in play,94.0,League Championship,Post Season,field_out,22,1
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Curveball,2912,40,80.2,strike,,League Championship,Post Season,,22,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,4-Seam Fastball,2602,210,92.7,ball,,League Championship,Post Season,,22,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Cutter,2755,180,90.3,ball,,League Championship,Post Season,,22,0
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2770,39,81.9,strike,,League Championship,Post Season,strikeout,21,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2946,48,82.1,ball,,League Championship,Post Season,,21,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,4-Seam Fastball,2744,211,92.6,ball,,League Championship,Post Season,,21,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Cutter,2625,166,88.2,strike,,League Championship,Post Season,,21,1
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2896,53,80.7,ball,,League Championship,Post Season,,21,1
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2806,35,81.0,strike,,League Championship,Post Season,,21,0
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,4-Seam Fastball,2543,199,92.1,in play,90.4,League Championship,Post Season,field_out,20,0
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Curveball,2889,43,80.4,ball,,League Championship,Post Season,,20,0
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Cutter,2571,176,86.6,ball,,League Championship,Post Season,,20,0
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,4-Seam Fastball,2680,211,92.6,strike,,League Championship,Post Season,strikeout,16,2
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,Curveball,2887,42,81.6,ball,,League Championship,Post Season,,16,2
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,4-Seam Fastball,2672,204,92.7,strike,65.6,League Championship,Post Season,,16,1
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,Curveball,2704,44,80.4,strike,,League Championship,Post Season,,16,0
10/21/2022,"Musgrove, Joe",away,"Marsh, Brandon",L,PHI,4-Seam Fastball,2543,210,92.3,ball,,League Championship,Post Season,,16,0
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,4-Seam Fastball,2517,210,92.7,in play,91.9,League Championship,Post Season,field_out,15,1
10/21/2022,"Musgrove, Joe",away,"Segura, Jean",R,PHI,Cutter,2705,191,89.6,strike,,League Championship,Post Season,,15,0
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Slider,2963,70,82.8,in play,105.3,League Championship,Post Season,double,14,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,Curveball,2792,38,81.7,strike,62.3,League Championship,Post Season,,14,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,4-Seam Fastball,2643,214,92.0,strike,78.0,League Championship,Post Season,,14,2
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,4-Seam Fastball,2608,214,92.8,strike,,League Championship,Post Season,,14,1
10/21/2022,"Musgrove, Joe",away,"Stott, Bryson",L,PHI,4-Seam Fastball,2648,212,92.3,strike,,League Championship,Post Season,,14,0
10/21/2022,"Musgrove, Joe",away,"Bohm, Alec",R,PHI,Slider,2822,46,82.2,in play,81.4,League Championship,Post Season,field_out,13,2
10/21/2022,"Musgrove, Joe",away,"Bohm, Alec",R,PHI,4-Seam Fastball,2558,214,91.7,strike,74.4,League Championship,Post Season,,13,2
10/21/2022,"Musgrove, Joe",away,"Bohm, Alec",R,PHI,4-Seam Fastball,2562,215,93.0,strike,,League Championship,Post Season,,13,1
10/21/2022,"Musgrove, Joe",away,"Bohm, Alec",R,PHI,4-Seam Fastball,2538,208,91.3,strike,,League Championship,Post Season,,13,0
10/21/2022,"Musgrove, Joe",away,"Castellanos, Nick",R,PHI,Sinker,2387,211,92.6,in play,82.0,League Championship,Post Season,field_out,8,0
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Curveball,2665,36,81.2,in play,94.8,League Championship,Post Season,grounded_into_double_play,7,2
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Sinker,2372,215,93.3,strike,78.5,League Championship,Post Season,,7,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Changeup,1900,243,86.6,ball,,League Championship,Post Season,,7,1
10/21/2022,"Musgrove, Joe",away,"Harper, Bryce",L,PHI,Slider,2682,62,81.8,strike,,League Championship,Post Season,,7,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Cutter,2558,187,90.0,ball,,League Championship,Post Season,walk,6,2
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Slider,2719,46,83.9,ball,,League Championship,Post Season,,6,2
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Sinker,2397,212,91.4,strike,,League Championship,Post Season,,6,1
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,4-Seam Fastball,2548,210,91.9,strike,75.4,League Championship,Post Season,,6,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,4-Seam Fastball,2459,194,92.2,ball,,League Championship,Post Season,,6,0
10/21/2022,"Musgrove, Joe",away,"Realmuto, J.T.",R,PHI,Slider,2849,49,82.9,ball,,League Championship,Post Season,,6,0
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2831,35,81.4,ball,,League Championship,Post Season,walk,5,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Slider,2796,51,82.4,ball,,League Championship,Post Season,,5,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,4-Seam Fastball,2573,203,92.4,strike,71.6,League Championship,Post Season,,5,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Slider,2867,46,82.8,ball,,League Championship,Post Season,,5,2
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2619,45,80.4,strike,,League Championship,Post Season,,5,1
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Curveball,2792,33,81.8,ball,,League Championship,Post Season,,5,1
10/21/2022,"Musgrove, Joe",away,"Hoskins, Rhys",R,PHI,Cutter,2682,189,91.3,strike,,League Championship,Post Season,,5,0
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Cutter,2439,213,90.9,in play,109.2,League Championship,Post Season,home_run,4,2
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,4-Seam Fastball,2571,206,93.1,ball,,League Championship,Post Season,,4,2
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,4-Seam Fastball,2563,217,92.9,strike,,League Championship,Post Season,,4,1
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,4-Seam Fastball,2523,204,92.8,ball,,League Championship,Post Season,,4,1
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,Cutter,2540,203,89.9,ball,,League Championship,Post Season,,4,1
10/21/2022,"Musgrove, Joe",away,"Schwarber, Kyle",L,PHI,4-Seam Fastball,2528,213,93.7,strike,,League Championship,Post Season,,4,0
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,4-Seam Fastball,2750,214,93.1,strike,,Divisional Series,Post Season,strikeout,46,2
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,Changeup,2272,225,88.9,ball,,Divisional Series,Post Season,,46,2
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,4-Seam Fastball,2698,215,92.6,strike,71.7,Divisional Series,Post Season,,46,1
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,Curveball,2930,49,80.9,strike,70.6,Divisional Series,Post Season,,46,0
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,Changeup,2228,224,87.3,ball,,Divisional Series,Post Season,,46,0
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2786,202,92.4,strike,,Divisional Series,Post Season,strikeout,45,2
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Curveball,2947,32,81.1,ball,,Divisional Series,Post Season,,45,2
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2716,206,92.3,strike,,Divisional Series,Post Season,,45,1
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Slider,2947,60,81.1,strike,,Divisional Series,Post Season,,45,0
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,Curveball,2857,59,80.7,in play,97.7,Divisional Series,Post Season,single,44,0
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,Slider,2979,51,82.3,ball,,Divisional Series,Post Season,,44,0
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2788,220,92.8,ball,,Divisional Series,Post Season,walk,43,1
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2727,225,92.1,ball,,Divisional Series,Post Season,,43,1
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Curveball,2926,44,81.1,ball,,Divisional Series,Post Season,,43,1
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Curveball,3071,39,82.3,ball,,Divisional Series,Post Season,,43,1
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2768,207,93.3,strike,,Divisional Series,Post Season,,43,0
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Cutter,2704,195,88.4,in play,85.2,Divisional Series,Post Season,field_out,42,0
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2642,210,92.1,ball,,Divisional Series,Post Season,,42,0
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2665,206,93.2,strike,,Divisional Series,Post Season,strikeout,37,2
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2727,206,93.0,strike,,Divisional Series,Post Season,,37,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Curveball,2785,62,80.8,ball,,Divisional Series,Post Season,,37,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Curveball,2726,49,80.3,strike,,Divisional Series,Post Season,,37,0
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Slider,2778,57,81.2,in play,97.9,Divisional Series,Post Season,single,36,0
10/15/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2816,59,81.5,in play,67.7,Divisional Series,Post Season,field_out,35,0
10/15/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Slider,2771,59,81.6,ball,,Divisional Series,Post Season,,35,0
10/15/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,4-Seam Fastball,2552,215,92.1,ball,,Divisional Series,Post Season,,35,0
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,4-Seam Fastball,2673,205,91.5,in play,93.4,Divisional Series,Post Season,field_out,34,0
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,Curveball,2777,40,79.5,in play,81.6,Divisional Series,Post Season,field_out,30,0
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Slider,2949,44,80.8,strike,,Divisional Series,Post Season,strikeout,29,2
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Slider,2892,49,81.9,strike,,Divisional Series,Post Season,,29,1
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Curveball,2836,55,81.7,strike,51.0,Divisional Series,Post Season,,29,0
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,Slider,2899,51,82.1,strike,,Divisional Series,Post Season,strikeout,28,2
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,Changeup,1991,231,86.9,strike,,Divisional Series,Post Season,,28,1
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,Slider,2853,52,81.7,strike,,Divisional Series,Post Season,,28,0
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,4-Seam Fastball,2594,211,92.4,ball,,Divisional Series,Post Season,,28,0
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2680,221,91.8,in play,92.2,Divisional Series,Post Season,field_out,24,0
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2627,217,92.2,ball,,Divisional Series,Post Season,,24,0
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Curveball,2904,45,80.6,ball,,Divisional Series,Post Season,,24,0
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2599,220,94.0,ball,,Divisional Series,Post Season,walk,23,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2539,213,92.4,strike,84.0,Divisional Series,Post Season,,23,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2795,41,80.3,ball,,Divisional Series,Post Season,,23,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2684,219,93.3,ball,,Divisional Series,Post Season,,23,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2686,228,93.3,strike,69.8,Divisional Series,Post Season,,23,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2638,218,93.2,strike,,Divisional Series,Post Season,,23,1
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2816,42,80.3,strike,,Divisional Series,Post Season,,23,0
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2982,29,81.9,ball,,Divisional Series,Post Season,,23,0
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2640,200,91.5,in play,78.5,Divisional Series,Post Season,field_out,22,2
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2685,206,93.0,strike,75.4,Divisional Series,Post Season,,22,2
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Slider,2987,58,82.5,ball,,Divisional Series,Post Season,,22,2
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Curveball,2961,53,81.9,strike,,Divisional Series,Post Season,,22,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,4-Seam Fastball,2615,208,94.4,ball,,Divisional Series,Post Season,,22,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2669,208,91.8,strike,,Divisional Series,Post Season,,22,0
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2698,213,92.4,in play,89.2,Divisional Series,Post Season,double,21,1
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2557,210,93.8,strike,,Divisional Series,Post Season,,21,0
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Slider,2760,58,82.7,ball,,Divisional Series,Post Season,,21,0
10/15/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Sinker,2544,216,91.5,in play,109.4,Divisional Series,Post Season,double,20,1
10/15/2022,"Musgrove, Joe",home,"Turner, Trea",R,LAD,Cutter,2708,198,91.1,strike,,Divisional Series,Post Season,,20,0
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,4-Seam Fastball,2749,209,94.2,ball,,Divisional Series,Post Season,walk,19,2
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Slider,2838,57,83.0,strike,,Divisional Series,Post Season,,19,1
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,4-Seam Fastball,2717,209,92.6,strike,,Divisional Series,Post Season,,19,0
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Cutter,2727,197,90.2,ball,,Divisional Series,Post Season,,19,0
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Curveball,2957,34,80.2,ball,,Divisional Series,Post Season,,19,0
10/15/2022,"Musgrove, Joe",home,"Betts, Mookie",R,LAD,Slider,2856,53,82.3,ball,,Divisional Series,Post Season,,19,0
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,4-Seam Fastball,2591,210,93.1,in play,85.8,Divisional Series,Post Season,field_out,18,1
10/15/2022,"Musgrove, Joe",home,"Lux, Gavin",L,LAD,Curveball,2726,42,78.5,strike,,Divisional Series,Post Season,,18,0
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Slider,2897,57,81.4,strike,,Divisional Series,Post Season,strikeout,12,2
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2769,215,93.5,strike,83.7,Divisional Series,Post Season,,12,2
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2763,216,94.1,strike,,Divisional Series,Post Season,,12,1
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2712,209,93.8,ball,,Divisional Series,Post Season,,12,1
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,4-Seam Fastball,2750,199,93.2,strike,,Divisional Series,Post Season,,12,0
10/15/2022,"Musgrove, Joe",home,"Taylor, Chris",R,LAD,Curveball,2830,44,81.6,ball,,Divisional Series,Post Season,,12,0
10/15/2022,"Musgrove, Joe",home,"Thompson, Trayce",R,LAD,4-Seam Fastball,2712,213,93.6,in play,81.6,Divisional Series,Post Season,field_out,11,0
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,Slider,2983,61,83.3,in play,65.8,Divisional Series,Post Season,single,10,2
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2719,211,93.7,strike,,Divisional Series,Post Season,,10,1
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2745,210,93.5,strike,75.7,Divisional Series,Post Season,,10,0
10/15/2022,"Musgrove, Joe",home,"Turner, Justin",R,LAD,4-Seam Fastball,2639,213,93.8,ball,,Divisional Series,Post Season,,10,0
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Slider,2975,41,82.9,strike,,Divisional Series,Post Season,strikeout,9,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Curveball,2814,45,81.0,strike,86.4,Divisional Series,Post Season,,9,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2691,214,94.4,ball,,Divisional Series,Post Season,,9,2
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,4-Seam Fastball,2602,214,93.1,strike,80.9,Divisional Series,Post Season,,9,1
10/15/2022,"Musgrove, Joe",home,"Muncy, Max",L,LAD,Cutter,2652,208,89.8,strike,,Divisional Series,Post Season,,9,0
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2597,189,91.3,in play,74.7,Divisional Series,Post Season,field_out,4,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Slider,2865,52,83.0,ball,,Divisional Series,Post Season,,4,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Slider,2818,52,82.9,ball,,Divisional Series,Post Season,,4,1
10/15/2022,"Musgrove, Joe",home,"Smith, Will",R,LAD,Cutter,2756,189,92.1,strike,,Divisional Series,Post Season,,4,0
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Slider,2766,60,82.5,in play,100.5,Divisional Series,Post Season,double,3,2
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2579,206,96.2,strike,79.5,Divisional Series,Post Season,,3,2
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,Curveball,2607,49,81.3,strike,71.0,Divisional Series,Post Season,,3,2
10/15/2022,"Musgrove, Joe",home,"Freeman, Freddie",L,LAD,4-Seam Fastball,2643,212,95.8,strike,80.6,Divisional Series,Post Season,,3,2
